ts,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gt_pos_x,gt_pos_y,gt_pos_z,gt_rot_w,gt_rot_x,gt_rot_y,gt_rot_z,FL_x,FL_y,FL_z,FL_contact,FR_x,FR_y,FR_z,FR_contact,BL_x,BL_y,BL_z,BL_contact,BR_x,BR_y,BR_z,BR_contact
0.0,0.0008333778450416622,1.5352284026884122,9.834441083523995,0.0009708295666846248,-0.0008541573920793485,1.2575353748405402,1.0,0.0,0.3,0.7071067811865476,0.0,0.0,0.7071067811865475,0.2,0.2,-0.3,1,0.0,-0.2,-0.3,0,-0.4,0.2,-0.3,0,-0.2,-0.2,-0.3,1
0.01,-0.07725473415470249,1.7853540651971065,9.883389574929865,-0.0005092517259612034,-0.0003381321176301693,1.2524120211551435,0.9999210442038161,0.012566039883352607,0.30251300954433374,0.7026499697988492,0.0,0.0,0.7115356772092853,0.1899313769340812,0.19754995666027653,-0.30251300954433374,1,0.016000000000000014,-0.2,-0.28746667664356956,0,-0.384,0.2,-0.28746667664356956,0,-0.21506345670078644,-0.19739204506790878,-0.30251300954433374,1
0.02,-0.02892950856966877,1.6805977607598175,9.635594462701805,0.0003992016829750529,-0.0010877528536686197,1.2566217551945233,0.9996841892832999,0.02513009544333748,0.30502443181797695,0.6981654189934727,0.0,0.0,0.7159364830218311,0.17983276150199004,0.19522662948469244,-0.30502443181797695,1,0.032,-0.2,-0.2751310112835145,0,-0.368,0.2,-0.2751310112835145,0,-0.230092952388665,-0.1945950080512925,-0.30502443181797695,1
0.03,-0.007723997604344449,1.833208645000419,9.748042707826595,0.0002694740125202862,0.0005638427021632892,1.2538021852651695,0.9992894726405892,0.03769018266993454,0.30753268055279326,0.6936533058128049,0.0,0.0,0.7203090248879069,0.16970574839217029,0.19303038535354156,-0.30753268055279326,1,0.04799999999999999,-0.2,-0.2631875447315322,0,-0.35200000000000004,0.2,-0.2631875447315322,0,-0.24508611373203937,-0.19160933063472016,-0.30753268055279326,1
0.04,-0.05366332702179983,1.6049801272786568,9.636376478474546,0.002576813009066201,-0.0010825120630753929,1.252008672594789,0.9987369566060175,0.050244318179769556,0.31003617148512147,0.6891138083873485,0.0,0.0,0.7246531301870466,0.1595519367773879,0.19096157107923203,-0.31003617148512147,1,0.064,-0.2,-0.25182463258982846,0,-0.336,0.2,-0.25182463258982846,0,-0.26004057313692697,-0.18843548429126708,-0.31003617148512147,1
0.05,-0.06335639056647102,1.5995718428635366,9.739818720028653,0.0003862063603019748,0.0006628636912001929,1.2506408441254624,0.9980267284282716,0.06279051952931337,0.3125333233564304,0.6845471059286886,0.0,0.0,0.7289686274214116,0.14937293006220373,0.18902051335152,-0.3125333233564304,1,0.08000000000000002,-0.2,-0.24122147477075268,0,-0.32,0.2,-0.24122147477075268,0,-0.2749539691208304,-0.18507397020806313,-0.3125333233564304,1
0.06,-0.13014593222832596,1.6530599724421648,9.744414037006873,-0.0004626483955455544,0.001384112387804354,1.2569258295971166,0.9971589002606139,0.07532680552793272,0.3150225589120757,0.6799533787224192,0.0,0.0,0.73325534622256,0.13917033562977665,0.18720751868592225,-0.3150225589120757,1,0.096,-0.2,-0.23154528940713112,0,-0.30400000000000005,0.2,-0.23154528940713112,0,-0.28982394668564204,-0.18152531920715015,-0.3150225589120757,1
0.07,-0.137609875449999,1.518328571855071,9.587211132108136,0.0007587736079895369,0.0011271767287833858,1.2622959556042141,0.9961336091431725,0.08785119655074318,0.3175023058975276,0.6753328081210245,0.0,0.0,0.7375131173581739,0.12894576458804005,0.1855228733753134,-0.31750230589752765,1,0.11200000000000002,-0.2,-0.22294867572242105,0,-0.28800000000000003,0.2,-0.22294867572242105,0,-0.3046481576895264,-0.17779009166165827,-0.31750230589752765,1
0.08,-0.06288441093869528,1.7339090907876478,9.665354462615904,-0.0010869504422933946,0.0005267453727916991,1.2567121106421866,0.9949510169813002,0.1003617148512149,0.3199709980514407,0.6706855765367201,0.0,0.0,0.7417417727387392,0.11870083151528817,0.18396684344471692,-0.3199709980514407,1,0.128,-0.2,-0.21556720744979846,0,-0.272,0.2,-0.21556720744979846,0,-0.319424261217718,-0.1738688774073172,-0.3199709980514407,1
0.09,0.019744046425827937,1.6004517036161974,9.766105417192218,-8.456795173758041e-05,6.321540521367553e-05,1.2495387456129703,0.9936113105200084,0.11285638487348168,0.3224270760949381,0.6660118674342517,0.0,0.0,0.7459411454241821,0.10843715420521638,0.18253967460929688,-0.3224270760949381,1,0.144,-0.2,-0.20951729475339803,0,-0.256,0.2,-0.20951729475339803,0,-0.3341499239521798,-0.16976229564931372,-0.3224270760949381,1
0.1,-0.04255460053787986,1.684500148821032,9.645254857483081,0.0017599531563847908,-0.0004570412736387096,1.2534554709618306,0.9921147013144779,0.12533323356430426,0.32486898871648545,0.6613118653236518,0.0,0.0,0.7501110696304596,0.09815635341145226,0.1812415922355569,-0.32486898871648545,1,0.16000000000000003,-0.2,-0.20489434837048465,0,-0.24,0.2,-0.20489434837048465,0,-0.3488228205400608,-0.1654709948645124,-0.32486898871648545,1
0.11,0.03236407550241685,1.6581801561764584,9.731743811129604,0.0008096179201710428,0.0006264269479761862,1.2556425666068425,0.9904614256966512,0.13779029068463808,0.32729519355173253,0.6565857557529564,0.0,0.0,0.7542513807361038,0.08786005259161982,0.1800728013057513,-0.32729519355173253,1,0.17600000000000002,-0.2,-0.20177127492713112,0,-0.224,0.2,-0.20177127492713112,0,-0.363440633960896,-0.1609956526990538,-0.32729519355173253,1
0.12,0.03549559622310758,1.4611207009107345,9.800815080087212,0.001504191784645987,0.00016389956138424317,1.259121537511583,0.9886517447379141,0.15022558912075706,0.3297041581577035,0.6518337253008787,0.0,0.0,0.7583619152887219,0.07754987765097723,0.17903348638551736,-0.3297041581577035,1,0.192,-0.2,-0.2001973271571728,0,-0.20800000000000002,0.2,-0.2001973271571728,0,-0.37800105589249133,-0.15633697586134523,-0.3297041581577035,1
0.13,-0.17629123726367837,1.5353059937908888,9.600982951074599,-0.0006608766730295151,-0.0001640985964335179,1.2585198650229672,0.986685944207868,0.16263716519488358,0.3320943609807209,0.6470559615694443,0.0,0.0,0.7624425110114479,0.06722745668566682,0.17812381159472876,-0.3320943609807209,1,0.20800000000000002,-0.2,-0.2001973271571728,0,-0.192,0.2,-0.2001973271571728,0,-0.39250178707543404,-0.15149570001046495,-0.3320943609807209,1
0.14,-0.10593269247718676,1.6381383436855774,9.640364093712947,0.002629306803482691,-0.0007101023042642426,1.257934649373267,0.9845643345292053,0.17502305897527606,0.3344642923174517,0.6422526531765843,0.0,0.0,0.7664930068093498,0.056894419725620295,0.17734392058158036,-0.3344642923174517,1,0.22400000000000003,-0.2,-0.20177127492713112,0,-0.176,0.2,-0.20177127492713112,0,-0.4069405376761724,-0.14647258963999116,-0.3344642923174517,1
0.15,-0.10974257076669557,1.6676566360098584,9.558251611005039,0.0008164337862543784,0.0003979262572434475,1.2565222046262476,0.9822872507286887,0.1873813145857246,0.33681245526846776,0.6374239897486897,0.0,0.0,0.7705132427757893,0.046552398477158106,0.17669393649990411,-0.33681245526846776,1,0.24,-0.2,-0.20489434837048462,0,-0.16000000000000003,0.2,-0.20489434837048462,0,-0.4213150276486073,-0.14126843795728145,-0.33681245526846776,1
0.16,0.0872141792114394,1.4164702803615996,9.48197694751769,0.00018638823564505564,6.4466950082858e-05,1.252329186211006,0.9798550523842469,0.19970998051440703,0.33913736668372024,0.6325701619131244,0.0,0.0,0.7745030601987338,0.03620302606532383,0.17617396198972105,-0.33913736668372024,1,0.256,-0.2,-0.20951729475339803,0,-0.14400000000000002,0.2,-0.20951729475339803,0,-0.4356229870941379,-0.13588406675821474,-0.33913736668372024,1
0.17,0.09825339390444149,1.6378471953967153,9.370530198967602,0.0003110202283833595,-0.001327768712531697,1.257339028666835,0.9772681235681935,0.21200710992205463,0.3414375580993284,0.6276913612907005,0.0,0.0,0.7784623015670235,0.025847936775995048,0.17578407916103425,-0.3414375580993284,1,0.272,-0.2,-0.2155672074497985,0,-0.128,0.2,-0.2155672074497985,0,-0.44986215662010426,-0.13032032629742119,-0.3414375580993284,1
0.18,0.2275744136937351,1.642397781141062,9.36878990869087,0.0001299847144147488,0.0022398388866349006,1.2561806451831632,0.9745268727865771,0.22427076094938117,0.3437115766650933,0.6227877804881125,0.0,0.0,0.7823908105765881,0.015488765797810555,0.175524349580862,-0.34371157666509333,1,0.288,-0.2,-0.22294867572242105,0,-0.11200000000000004,0.2,-0.22294867572242105,0,-0.46403028769657295,-0.12457809515401633,-0.34371157666509333,1
0.19,0.031905097736164185,1.62042222084313,9.393285656890187,0.0008960119526573652,0.0003671835132783982,1.2600707209123443,0.971631732914674,0.23649899702372468,0.3459579860621488,0.6178596130903343,0.0,0.0,0.7862884321366189,0.005127148963955129,0.1753948142635159,-0.3459579860621488,1,0.30400000000000005,-0.2,-0.2315452894071311,0,-0.09599999999999997,0.2,-0.2315452894071311,0,-0.4781251430114045,-0.11865828009286365,-0.3459579860621488,1
0.2,-0.05598206032664722,1.727615242565138,9.69723175295128,0.000917605902025633,-0.0003907138072418874,1.2505028527870574,0.9685831611286311,0.2486898871648548,0.3481753674101715,0.6129070536529765,0.0,0.0,0.7901550123756904,-0.005235277506157564,0.17539549366412405,-0.3481753674101715,1,0.32000000000000006,-0.2,-0.24122147477075268,0,-0.07999999999999996,0.2,-0.24122147477075268,0,-0.4921444968235521,-0.11256181592138634,-0.3481753674101715,1
0.21,-0.020650067894480793,1.6211026562527093,9.5654029683295,-0.000617509452081093,0.0006207675193832615,1.257601704128335,0.9653816388332739,0.26084150628989694,0.35036232016357605,0.6079302976946054,0.0,0.0,0.7939903986478353,-0.015596877265262751,0.17552638767540146,-0.3503623201635761,1,0.336,-0.2,-0.25182463258982846,0,-0.064,0.2,-0.25182463258982846,0,-0.5060861353145312,-0.10628966534194931,-0.3503623201635761,1
0.22,0.04596572411039118,1.5824874433366791,9.427104992588367,0.0003431610252505491,0.0010420229916030495,1.2588958709963394,0.9620276715860859,0.2729519355173252,0.35251746299612957,0.6029295416890248,0.0,0.0,0.797794439538571,-0.025956014096642964,0.17578747562766622,-0.35251746299612957,1,0.35200000000000004,-0.2,-0.26318754473153216,0,-0.04799999999999999,0.2,-0.26318754473153216,0,-0.5199478569380075,-0.09984281879983803,-0.35251746299612957,1
0.23,0.07588518057173094,1.557559456954379,9.49532508812187,-0.0011058552586452805,0.001551802887237825,1.2543748322025343,0.9585217890173758,0.2850192624699761,0.3546394346734269,0.5979049830575189,0.0,0.0,0.8015669848708765,-0.0363110521725057,0.17617871629210397,-0.3546394346734269,1,0.36800000000000005,-0.2,-0.2751310112835145,0,-0.03199999999999997,0.2,-0.2751310112835145,0,-0.5337274727674466,-0.09322229432685594,-0.3546394346734269,1
0.24,0.025431717742836948,1.6545837786967004,9.372268244402285,0.0011936339394522648,0.000651857615967303,1.2625508435731072,0.954864544746643,0.2970415815770349,0.3567268949126756,0.5928568201610592,0.0,0.0,0.805307885711122,-0.046660356312299284,0.1767000478872786,-0.3567268949126756,1,0.384,-0.2,-0.2874666766435695,0,-0.016000000000000014,0.2,-0.2874666766435695,0,-0.5474228068417706,-0.08642913738056446,-0.3567268949126756,1
0.25,0.16404688469526643,1.5403852485716216,9.565484420390254,0.00017811149441563666,-0.0012668271886604138,1.259356722956279,0.9510565162951535,0.3090169943749474,0.3587785252292473,0.5877852522924731,0.0,0.0,0.8090169943749475,0.0,0.2,-0.3,0,0.0,-0.2,-0.3,0,-0.4,0.2,-0.3,0,-0.4,-0.2,-0.3,0
0.26,-0.0634776868900638,1.5488211959763905,9.340777126867835,-0.0008205591242320115,0.0005161955620188784,1.2582562717071442,0.9470983049947443,0.3209436098072095,0.36079302976946054,0.582690479668576,0.0,0.0,0.812694164433094,0.016000000000000014,0.2,-0.28746667664356956,0,0.016000000000000014,-0.2,-0.28746667664356956,0,-0.384,0.2,-0.28746667664356956,0,-0.384,-0.2,-0.28746667664356956,0
0.27,-0.047614580712314336,1.5956161305967007,9.547016776962733,0.0012955978409600953,-0.0015135400955379498,1.2545812657819815,0.9429905358928644,0.3328195445229867,0.36276913612907,0.5775727034222675,0.0,0.0,0.8163392507171839,0.032,0.2,-0.2751310112835145,0,0.032,-0.2,-0.2751310112835145,0,-0.368,0.2,-0.2751310112835145,0,-0.368,-0.2,-0.2751310112835145,0
0.28,-0.10861632106391839,1.7125050348127386,9.29696644257918,0.0009076218465408476,8.666653792602209e-05,1.256467389881695,0.9387338576538741,0.34464292317451706,0.3647055961569444,0.5724321255945909,0.0,0.0,0.8199521093254524,0.04799999999999999,0.2,-0.2631875447315322,0,0.04799999999999999,-0.2,-0.2631875447315322,0,-0.35200000000000004,0.2,-0.2631875447315322,0,-0.35200000000000004,-0.2,-0.2631875447315322,0
0.29,-0.07748306280754408,1.6552150808406358,9.44326469825686,-0.0006097467901967898,0.001151114697396168,1.26421626012264,0.934328942456612,0.3564118787132507,0.3666011867434251,0.5672689491267564,0.0,0.0,0.8235325976284275,0.064,0.2,-0.25182463258982846,0,0.064,-0.2,-0.25182463258982846,0,-0.336,0.2,-0.25182463258982846,0,-0.336,-0.2,-0.25182463258982846,0
0.3,0.020831519649251787,1.5248444778070227,9.51255096654094,-0.0006093457759172696,-0.002547405594530902,1.2528255672902684,0.9297764858882515,0.3681245526846779,0.36845471059286883,0.5620833778521306,0.0,0.0,0.8270805742745618,0.08000000000000002,0.2,-0.24122147477075268,0,0.2,-0.2,-0.3,1,-0.2,0.2,-0.3,1,-0.32,-0.2,-0.24122147477075268,0
